age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
55-57,motor,Build confidence in physical skills.,Trying new physical challenges willingly,Confidence supports continued motor development.,Offer encouragement without pressure.,['Encourage effort'],['Compare to others'],Confidence grows with support.
55-57,motor,Reinforce pride in movement skills.,Recognizing improved strength and balance,Recognition motivates continued physical activity.,Acknowledge progress and effort.,['Acknowledge progress'],['Ignore improvement'],Progress deserves recognition.
55-57,social,Strengthen cooperative play skills.,Working toward a shared goal with peers,Shared goals build teamwork and social bonds.,Set up games that require everyone to contribute.,['Encourage shared goals'],['Promote competition always'],Together feels rewarding.
55-57,social,Encourage turn-taking cooperation.,Waiting for turns during group activities,Turn-taking supports fairness and patience.,Use clear turn cues during games.,['Use turn cues'],['Skip turns'],Turns build trust.
55-57,social,Support role-sharing in play.,Accepting different roles in group play,Role flexibility strengthens cooperation.,Rotate roles so everyone experiences each part.,['Rotate roles'],['Fix roles rigidly'],Flexibility keeps play smooth.
55-57,social,Build communication during cooperation.,Using words to coordinate with peers,Clear communication prevents conflict.,Model phrases like let’s do this together.,['Model cooperative language'],['Ignore miscommunication'],Words guide teamwork.
55-57,social,Encourage problem-solving in groups.,Finding solutions during peer disagreements,Problem-solving keeps cooperation going.,Ask what solution would work for everyone.,['Guide solutions'],['Solve everything yourself'],Solutions sustain play.
55-57,social,Support empathy in cooperation.,Noticing peers’ feelings during group activities,Empathy strengthens cooperative relationships.,Name observed feelings during interactions.,['Name feelings'],['Dismiss emotions'],Awareness builds empathy.
55-57,social,Encourage helping behaviors.,Offering help to peers when needed,Helping reinforces teamwork and kindness.,Point out opportunities to help others.,['Highlight helping'],['Ignore helping moments'],Helping connects people.
55-57,social,Build persistence in cooperation.,Continuing group play after small conflicts,Persistence maintains friendships.,Encourage quick repair and return to play.,['Encourage repair'],['End play immediately'],Repair restores cooperation.
55-57,social,Support inclusion in group settings.,Inviting others to join cooperative play,Inclusion strengthens social bonds.,Prompt inviting language during play.,['Encourage invitations'],['Allow exclusion'],Inclusion builds community.
55-57,social,Reinforce cooperative identity.,Feeling proud of working well with others,Positive identity motivates continued cooperation.,Acknowledge moments of effective teamwork.,['Acknowledge teamwork'],['Ignore cooperation'],Teamwork deserves recognition.
55-57,safety,Build understanding of safety rules.,Explaining why safety rules exist,Understanding reasons increases rule compliance.,Discuss how rules keep people safe during daily routines.,['Explain reasons'],['Use fear-based explanations'],Understanding drives cooperation.
55-57,safety,Encourage consistent rule-following.,Following safety rules without reminders,Consistency reduces accidents and builds responsibility.,Reinforce rules calmly and consistently.,['Be consistent'],['Ignore small lapses'],Consistency builds habits.
55-57,safety,Support awareness in different settings.,Applying safety rules across environments,Generalization prevents risk in new places.,Review rules before entering new environments.,['Preview rules'],['Assume transfer'],Preparation prevents mistakes.
55-57,safety,Build impulse control around safety.,Pausing before acting in risky situations,Pausing reduces injury risk.,Practice stop-and-think cues during play.,['Practice pause cues'],['React with yelling'],Pause protects.
55-57,safety,Encourage rule reminders from the child.,Reminding others of safety rules,Teaching others reinforces understanding.,Invite the child to explain rules to peers.,['Invite explanation'],['Discourage speaking up'],Teaching reinforces learning.
55-57,safety,Support safe decision-making.,Choosing safe options when given choices,Decision-making skills prevent accidents.,Offer choices and discuss which is safer.,['Discuss choices'],['Control every decision'],Choices teach judgment.
55-57,safety,Encourage speaking up about safety.,Alerting adults to unsafe situations,Reporting danger prevents harm.,Role-play telling an adult when something feels unsafe.,['Practice role-play'],['Dismiss concerns'],Voices keep people safe.
55-57,safety,Build calm responses to safety correction.,Accepting safety reminders without resistance,Calm acceptance prevents escalation.,Model calm responses to reminders.,['Model calm acceptance'],['Argue repeatedly'],Calm keeps focus on safety.
55-57,safety,Encourage responsibility for safety.,Checking surroundings for potential hazards,Awareness reduces accident risk.,Ask the child to spot anything unsafe nearby.,['Encourage hazard spotting'],['Assume awareness'],Looking prevents accidents.
55-57,safety,Reinforce pride in safe behavior.,Feeling proud of following safety rules,Positive identity strengthens compliance.,Acknowledge consistent and thoughtful rule-following.,['Acknowledge safety habits'],['Ignore safe choices'],Safety deserves recognition.
55-57,independence,Build awareness of daily time flow.,"Understanding morning, afternoon, and evening routines",Time awareness supports smoother transitions and planning.,Label parts of the day during daily activities.,['Label time of day'],['Assume understanding'],Language builds time sense.
55-57,independence,Encourage time-based responsibility.,Starting tasks when it’s time,Timing skills support self-management.,Use simple timers to signal start times.,['Use timers'],['Start tasks for the child'],Timing builds responsibility.
55-57,independence,Support task completion awareness.,Noticing when time for a task is ending,Awareness reduces resistance during transitions.,Give advance warnings before transitions.,['Give time warnings'],['End tasks abruptly'],Warnings reduce stress.
55-57,independence,Encourage planning with time limits.,Adjusting activities to fit available time,Planning supports realistic expectations.,Discuss how much can be done in a set time.,['Discuss time limits'],['Ignore time constraints'],Time shapes choices.
55-57,independence,Build waiting skills.,Waiting calmly for a set amount of time,Waiting supports patience and self-control.,Use timers to practice short waits.,['Practice timed waits'],['Remove all waits'],Waiting can be learned.
