age_month,stage_name,development_goal,domain,skill,activity_idea
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Combines words creatively,Encourage saying 'Want cookie' or 'Go park' during play.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Responds to own name,Call the child’s name and encourage looking or responding.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses familiar words in context,Encourage using words like 'ball' or 'milk' during relevant activities.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Answers simple questions verbally,Ask 'Where is your shoe?' or 'What’s this?' and encourage verbal answers.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Imitates animal sounds,Say 'Moo' or 'Woof' and encourage the child to imitate.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Repeats rhymes or songs,Sing short rhymes like 'Twinkle Twinkle' and encourage repeating simple words.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Points to body parts when named,Ask 'Where is your nose?' or 'Show me your hand' and encourage pointing.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses simple descriptive words,"Introduce words like 'hot', 'cold', 'big', 'small' during daily activities."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Understands 'no' and simple negation,Say 'No touch' or 'No throw' and encourage understanding of limits.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses action words (verbs),Encourage phrases like 'go run' or 'eat cookie' during play.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Repeats overheard phrases,Encourage repeating simple phrases used in conversation at home.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses familiar adjectives,"Introduce words like 'hot', 'cold', 'big', 'small' in context."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Asks simple questions,Encourage phrases like 'Where ball?' or 'What this?' during play.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,"Understands prepositions like 'in', 'on', 'under'",Use games to place toys in different positions and name them.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Repeats familiar story phrases,Read short stories and encourage repeating repeated phrases.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses names of common foods,"Encourage naming fruits, vegetables, and snacks during meals."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses familiar object names,"Point to objects like ball, cup, or car and encourage naming."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Follows 2-step instructions,Say 'Pick up ball and give to me' and encourage following the steps.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Points and names objects simultaneously,Show an object and encourage pointing while saying its name.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Imitates simple words from books,Read picture books and encourage repeating simple words.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses simple adjectives with nouns,Encourage phrases like 'big ball' or 'red car'.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Repeats names of familiar people,Point to family members and encourage repeating their names.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Combines words to describe actions,Encourage phrases like 'mama run' or 'dog sleep'.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Recognizes familiar sounds,Play animal sounds or musical instruments and ask 'What is this?'
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses simple conjunctions like 'and',Encourage phrases like 'ball and cup' or 'milk and water'.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses familiar verbs to describe actions,"Encourage phrases like 'eat cookie', 'throw ball'."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Responds verbally to yes/no questions,Ask 'Do you want milk?' or 'Is this your shoe?' and encourage answers.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Points to pictures when named,Show picture cards and ask 'Where is the cat?' to encourage pointing.
