age_group,environment,topic,scenario,safety_category,response_guidance,learning_goal,emotional_tone,message_style,trusted_action,complexity_level,reviewed_by
4–5,Public,Stranger Awareness,Someone unknown wants to give you a free toy in exchange for helping them.,Unsafe behavior,Say no and walk to a trusted adult.,Prevent children from trusting strangers with tasks or gifts.,Serious,Scenario,Inform parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,A stranger calls asking if they can come inside to fix something.,Unsafe behavior,Do not let them in and tell your parent immediately.,Teach children to verify service persons before interaction.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks you to help them find a 'special place'.,Unsafe behavior,Say no and return to your parent or caregiver.,Teach children to avoid going to unknown locations with strangers.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger wants to take your picture for a 'fun photo'.,Unsafe behavior,Say no and walk back to a trusted adult.,Teach children not to share photos with strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks to tie your shoes for you.,Unsafe behavior,Say no and return to a trusted adult.,Teach children to avoid physical contact with strangers.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown asks to see your toys through the window.,Unsafe behavior,Do not respond and tell your parent immediately.,Teach children not to interact with strangers even from a distance.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger offers to take you to see a 'special animal'.,Unsafe behavior,Say no and walk to a trusted adult immediately.,Prevent children from going with strangers to unknown locations.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks you to follow them to see a 'fun toy'.,Unsafe behavior,Say no and return to a trusted adult immediately.,Teach children to resist curiosity lures from strangers.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger offers a snack to get you to go somewhere alone.,Unsafe behavior,Say no and return to a trusted adult immediately.,Prevent children from being lured by food or treats from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown rings and claims they are delivering a package for your parents.,Unsafe behavior,Do not open the door and tell your parent immediately.,Teach children to verify strangers before allowing them inside.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to take you to see a 'special toy' inside their house.,Unsafe behavior,Say no and return to a trusted adult immediately.,Teach children not to enter strangers’ houses.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown asks you to help them find their lost item at the playground.,Unsafe behavior,Say no and return to a trusted adult.,Teach children to avoid helping strangers with tasks.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks if you want to see a 'fun animal' at their home.,Unsafe behavior,Say no and return to a trusted adult immediately.,Prevent children from following strangers to unknown locations.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown calls and asks if you are alone in the house.,Unsafe behavior,Do not answer and tell your parent immediately.,Teach children not to reveal home information to strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger offers a balloon if you go with them.,Unsafe behavior,Say no and walk to a trusted adult immediately.,Teach children to avoid gifts or incentives from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks to show you a 'surprise' in their bag.,Unsafe behavior,Say no and return to a trusted adult immediately.,Teach children not to trust unknown items from strangers.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger asks you to help carry something to their car.,Unsafe behavior,Say no and return to a trusted adult.,Prevent children from interacting with strangers for errands.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown rings claiming to be a delivery person for your parents.,Unsafe behavior,Do not open the door and tell your parent immediately.,Teach children to verify strangers at home.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks you to follow them to see a 'special animal'.,Unsafe behavior,Say no and go back to a trusted adult immediately.,Teach children to avoid following strangers to unknown locations.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown offers to take you for a 'fun ride' on their scooter.,Unsafe behavior,Say no and return to a trusted adult.,Teach children not to accept rides from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown asks to see your pet alone in the yard.,Unsafe behavior,Do not allow and tell your parent immediately.,Teach children to protect pets from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger asks you to follow them to see a 'fun place' nearby.,Unsafe behavior,Say no and return to a trusted adult immediately.,Teach children to avoid following strangers.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown offers a snack to go somewhere alone.,Unsafe behavior,Say no and walk back to a trusted adult.,Prevent children from being lured by treats from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown claims they need to fix something inside your house.,Unsafe behavior,Do not let them in and tell your parent immediately.,Teach children not to let strangers into the home.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks you to follow them to see a 'special animal' in their yard.,Unsafe behavior,Say no and go to a trusted adult immediately.,Teach children not to follow strangers to unknown locations.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown asks you to help them carry groceries to their car.,Unsafe behavior,Say no and return to a trusted adult.,Prevent children from interacting with strangers for errands.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown rings claiming to be a family friend you haven’t met.,Unsafe behavior,Do not open the door and tell your parent immediately.,Teach children to verify strangers before interacting at home.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to let you ride a toy vehicle to see something fun.,Unsafe behavior,Say no and return to a trusted adult immediately.,Prevent children from accepting rides or toys from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown offers a free treat if you go with them to a different area.,Unsafe behavior,Say no and go back to a trusted adult immediately.,Teach children to refuse gifts or food from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,"A stranger knocks claiming to be a repair person, but you haven’t met them before.",Unsafe behavior,Do not let them in and tell your parent immediately.,Teach children not to allow unknown service persons inside.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks you to come see a 'fun animal' near their house.,Unsafe behavior,Say no and walk to a trusted adult immediately.,Prevent children from following strangers to unknown locations.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger wants to show you a 'special surprise' in their bag.,Unsafe behavior,Say no and return to a trusted adult immediately.,Teach children not to trust unknown objects from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks to take your bag to 'help you quickly'.,Unsafe behavior,Say no and walk to a trusted adult immediately.,Prevent children from trusting strangers with belongings.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown rings and asks to see your sibling alone.,Unsafe behavior,Do not allow and tell your parent immediately.,Teach children to protect siblings from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
