age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
21,parental teamwork,End the day aligned and supported.,Sharing one success from the day,Positive reflection strengthens teamwork.,Each caregiver shares one win before resting.,['Reflect positively'],['Focus only on problems'],Small wins build strong teams.
21,feeding & nutrition,Support calm responses to food preferences.,Allowing food preferences without labeling,Labeling foods as liked or disliked can limit future acceptance.,Serve foods neutrally without commentary.,['Stay neutral'],['Label foods as bad or good'],Neutral language keeps options open.
21,sleep & routine management,Maintain emotional safety at bedtime.,Ending bedtime with consistent reassurance,Predictable reassurance builds sleep confidence.,Use the same calm words or gesture every night.,['Be consistent'],['Change endings often'],Consistency builds security.
21,emotional & social care,Encourage emotional reflection.,Naming emotions after events,Reflection helps toddlers connect feelings to experiences.,Briefly name the emotion once calm has returned.,['Keep it simple'],['Overanalyze'],Short reflection supports understanding.
21,parental teamwork,Close the day with shared understanding.,Aligning on one focus for tomorrow,Clear priorities improve consistency the next day.,Agree on one key focus before ending the day.,['Align briefly'],['Leave plans unclear'],Clarity today supports calm tomorrow.
22,feeding & nutrition,Support growing independence during meals.,Letting the toddler serve from a shared dish,Self-serving builds autonomy and interest in eating.,Guide the child to scoop small portions onto their plate.,['Supervise closely'],['Control every bite'],Participation increases engagement.
22,feeding & nutrition,Reduce pressure around food variety.,Offering repeated exposure without comment,Repeated neutral exposure increases acceptance over time.,Serve new foods alongside familiar ones quietly.,['Stay neutral'],['Praise or criticize eating'],Calm exposure builds openness.
22,sleep & routine management,Maintain consistent sleep timing.,Protecting bedtime during busy days,Late bedtimes disrupt sleep quality.,Adjust daytime plans to protect bedtime.,['Plan ahead'],['Delay bedtime often'],Consistency matters most.
22,sleep & routine management,Ease transitions into sleep routines.,Using advance warnings before bedtime,Warnings help toddlers shift expectations.,Give a short verbal reminder before starting bedtime.,['Use the same phrase'],['Start abruptly'],Predictability reduces resistance.
22,hygiene & daily care,Increase cooperation during handwashing.,Letting the toddler turn the tap on and off,Control encourages participation and learning.,Guide the child’s hand to operate the tap safely.,['Guide gently'],['Rush the process'],Control builds cooperation.
22,hygiene & daily care,Support dressing independence.,Practicing pulling clothes up and down,Practice builds coordination and confidence.,Pause and let the toddler try before helping.,['Wait patiently'],['Take over quickly'],Trying builds skills.
22,safety & emergency awareness,Improve safety awareness indoors.,Teaching walking feet inside the house,Running indoors increases fall risk.,Model walking and redirect running calmly.,['Model behavior'],['Yell or chase'],Calm modeling works best.
22,safety & emergency awareness,Prevent access to unsafe household items.,Keeping dangerous items consistently out of reach,Toddlers explore without risk awareness.,Store hazardous items high and locked.,['Check storage regularly'],['Rely on warnings'],Environment safety protects best.
22,emotional & social care,Support naming emotions in real time.,Labeling feelings during daily moments,Real-time labeling builds emotional awareness.,Use simple emotion words as events happen.,['Use calm tone'],['Dismiss feelings'],Naming feelings reduces frustration.
22,parental teamwork,Maintain consistency across caregivers.,Aligning responses before the day starts,Shared plans reduce mixed signals.,Briefly agree on routines and limits each morning.,['Communicate clearly'],['Assume alignment'],Alignment creates calm days.
22,feeding & nutrition,Encourage mindful eating habits.,Keeping mealtimes screen-free,Distractions interfere with hunger and fullness awareness.,Turn off screens and eat together at the table.,['Create a calm space'],['Use screens to encourage eating'],Attention supports healthy eating.
22,feeding & nutrition,Support acceptance of food textures.,Allowing exploration without eating,Touching and smelling foods reduce sensory resistance.,Invite the toddler to poke or smell new foods.,['Encourage curiosity'],['Force tasting'],Exploration comes before eating.
22,sleep & routine management,Reduce bedtime power struggles.,Offering limited bedtime choices,Small choices increase cooperation without delay.,Let the toddler choose pajamas or a book.,['Limit to two options'],['Negotiate endlessly'],Choice within structure works best.
22,sleep & routine management,Support calm night wakings.,Responding with brief reassurance,Minimal interaction avoids new sleep habits.,Use a soft voice and keep lights low.,['Keep it brief'],['Start play or feeding'],Less interaction helps resettling.
22,hygiene & daily care,Increase cooperation during tooth brushing.,Letting the toddler brush first,Control increases willingness to cooperate.,"Allow brushing first, then assist gently.",['Allow attempts'],['Take over immediately'],Shared control builds habits.
22,hygiene & daily care,Encourage cooperation during face washing.,Using a warning before washing,Predictability reduces resistance.,Say a short phrase before starting.,['Give advance notice'],['Wash suddenly'],Warnings ease transitions.
22,safety & emergency awareness,Reduce fall risk during active play.,Keeping play areas clutter-free,Clear spaces reduce trips and falls.,Pick up loose items before play.,['Scan floors'],['Ignore clutter'],Clear spaces keep play safe.
22,safety & emergency awareness,Improve safety awareness outdoors.,Practicing holding hands near roads,Toddlers lack traffic awareness.,Make hand-holding a non-negotiable rule.,['Stay firm'],['Let go near traffic'],Consistency keeps toddlers safe.
22,emotional & social care,Support coping with frustration.,Acknowledging feelings before redirecting,Validation reduces emotional escalation.,"Name the feeling, then guide behavior.",['Use calm tone'],['Dismiss emotions'],"Feelings first, guidance next."
22,development support,Encourage following simple instructions.,Using clear one-step directions,Simple instructions match processing ability.,Give one direction and wait.,['Pause for response'],['Stack commands'],One step at a time works best.
22,feeding & nutrition,Support calm meal pacing.,Allowing pauses without prompting,Pauses help toddlers recognize hunger and fullness.,Sit together and wait quietly between bites.,['Model slow eating'],['Rush the child'],Pacing supports self-regulation.
22,feeding & nutrition,Encourage balanced snacks.,Pairing snacks with protein or fruit,Balanced snacks support steady energy and mood.,Serve fruit with yogurt or crackers with cheese.,['Balance food groups'],['Offer only refined carbs'],Balanced snacks prevent energy crashes.
22,sleep & routine management,Ease transitions into nap time.,Using a consistent pre-nap cue,Predictable cues prepare the body for rest.,Repeat the same short song or phrase before naps.,['Use daily'],['Change cues often'],Cues signal rest time.
22,sleep & routine management,Support settling after busy days.,Extending quiet wind-down time,Extra calm helps regulate overstimulation.,Add a few extra minutes of reading or cuddling.,['Slow the pace'],['Keep high stimulation'],Busy days need extra calm.
